날짜,역명,Passengers,Weekend,Post,Year,Date
2021-10-07,녹사평(용산구청),1307,0,0,2021,1990-10-07
2021-10-07,삼각지,3251,0,0,2021,1990-10-07
2021-10-07,신용산,6654,0,0,2021,1990-10-07
2021-10-08,녹사평(용산구청),1301,0,0,2021,1990-10-08
2021-10-08,삼각지,3100,0,0,2021,1990-10-08
2021-10-08,신용산,6207,0,0,2021,1990-10-08
2021-10-11,녹사평(용산구청),470,0,0,2021,1990-10-11
2021-10-11,삼각지,907,0,0,2021,1990-10-11
2021-10-11,신용산,1636,0,0,2021,1990-10-11
2021-10-12,녹사평(용산구청),1325,0,0,2021,1990-10-12
2021-10-12,삼각지,3220,0,0,2021,1990-10-12
2021-10-12,신용산,7264,0,0,2021,1990-10-12
2021-10-13,녹사평(용산구청),1342,0,0,2021,1990-10-13
2021-10-13,삼각지,3314,0,0,2021,1990-10-13
2021-10-13,신용산,7277,0,0,2021,1990-10-13
2021-10-14,녹사평(용산구청),1296,0,0,2021,1990-10-14
2021-10-14,삼각지,3343,0,0,2021,1990-10-14
2021-10-14,신용산,7070,0,0,2021,1990-10-14
2021-10-15,녹사평(용산구청),1262,0,0,2021,1990-10-15
2021-10-15,삼각지,3151,0,0,2021,1990-10-15
2021-10-15,신용산,6441,0,0,2021,1990-10-15
2021-10-18,녹사평(용산구청),1333,0,0,2021,1990-10-18
2021-10-18,삼각지,3177,0,0,2021,1990-10-18
2021-10-18,신용산,7181,0,0,2021,1990-10-18
2021-10-19,녹사평(용산구청),1325,0,0,2021,1990-10-19
2021-10-19,삼각지,3302,0,0,2021,1990-10-19
2021-10-19,신용산,7072,0,0,2021,1990-10-19
2021-10-20,녹사평(용산구청),1365,0,0,2021,1990-10-20
2021-10-20,삼각지,3346,0,0,2021,1990-10-20
2021-10-20,신용산,7144,0,0,2021,1990-10-20
2021-10-21,녹사평(용산구청),1371,0,0,2021,1990-10-21
2021-10-21,삼각지,3228,0,0,2021,1990-10-21
2021-10-21,신용산,7028,0,0,2021,1990-10-21
2021-10-22,녹사평(용산구청),1300,0,0,2021,1990-10-22
2021-10-22,삼각지,3146,0,0,2021,1990-10-22
2021-10-22,신용산,6494,0,0,2021,1990-10-22
2021-10-25,녹사평(용산구청),1318,0,0,2021,1990-10-25
2021-10-25,삼각지,3236,0,0,2021,1990-10-25
2021-10-25,신용산,7500,0,0,2021,1990-10-25
2021-10-26,녹사평(용산구청),1371,0,0,2021,1990-10-26
2021-10-26,삼각지,3477,0,0,2021,1990-10-26
2021-10-26,신용산,7418,0,0,2021,1990-10-26
2021-10-27,녹사평(용산구청),1322,0,0,2021,1990-10-27
2021-10-27,삼각지,3273,0,0,2021,1990-10-27
2021-10-27,신용산,7440,0,0,2021,1990-10-27
2021-10-28,녹사평(용산구청),1367,0,0,2021,1990-10-28
2021-10-28,삼각지,3277,0,0,2021,1990-10-28
2021-10-28,신용산,7312,0,0,2021,1990-10-28
2021-10-29,녹사평(용산구청),1312,0,0,2021,1990-10-29
2021-10-29,삼각지,3253,0,0,2021,1990-10-29
2021-10-29,신용산,6813,0,0,2021,1990-10-29
2021-11-01,녹사평(용산구청),1297,0,0,2021,1990-11-01
2021-11-01,삼각지,3268,0,0,2021,1990-11-01
2021-11-01,신용산,7958,0,0,2021,1990-11-01
2021-11-02,녹사평(용산구청),1319,0,0,2021,1990-11-02
2021-11-02,삼각지,3424,0,0,2021,1990-11-02
2021-11-02,신용산,8205,0,0,2021,1990-11-02
2021-11-03,녹사평(용산구청),1371,0,0,2021,1990-11-03
2021-11-03,삼각지,3511,0,0,2021,1990-11-03
2021-11-03,신용산,8299,0,0,2021,1990-11-03
2021-11-04,녹사평(용산구청),1310,0,0,2021,1990-11-04
2021-11-04,삼각지,3435,0,0,2021,1990-11-04
2021-11-04,신용산,8055,0,0,2021,1990-11-04
2021-11-05,녹사평(용산구청),1287,0,0,2021,1990-11-05
2021-11-05,삼각지,3270,0,0,2021,1990-11-05
2021-11-05,신용산,7380,0,0,2021,1990-11-05
2021-11-08,녹사평(용산구청),1220,0,0,2021,1990-11-08
2021-11-08,삼각지,3267,0,0,2021,1990-11-08
2021-11-08,신용산,8291,0,0,2021,1990-11-08
2021-11-09,녹사평(용산구청),1263,0,0,2021,1990-11-09
2021-11-09,삼각지,3364,0,0,2021,1990-11-09
2021-11-09,신용산,8285,0,0,2021,1990-11-09
2021-11-10,녹사평(용산구청),1345,0,0,2021,1990-11-10
2021-11-10,삼각지,3554,0,0,2021,1990-11-10
2021-11-10,신용산,8336,0,0,2021,1990-11-10
2021-11-11,녹사평(용산구청),1316,0,0,2021,1990-11-11
2021-11-11,삼각지,3517,0,0,2021,1990-11-11
2021-11-11,신용산,7857,0,0,2021,1990-11-11
2021-11-12,녹사평(용산구청),1341,0,0,2021,1990-11-12
2021-11-12,삼각지,3353,0,0,2021,1990-11-12
2021-11-12,신용산,7234,0,0,2021,1990-11-12
2021-11-15,녹사평(용산구청),1331,0,0,2021,1990-11-15
2021-11-15,삼각지,3346,0,0,2021,1990-11-15
2021-11-15,신용산,8236,0,0,2021,1990-11-15
2021-11-16,녹사평(용산구청),1293,0,0,2021,1990-11-16
2021-11-16,삼각지,3522,0,0,2021,1990-11-16
2021-11-16,신용산,8168,0,0,2021,1990-11-16
2021-11-17,녹사평(용산구청),1371,0,0,2021,1990-11-17
2021-11-17,삼각지,3503,0,0,2021,1990-11-17
2021-11-17,신용산,8214,0,0,2021,1990-11-17
2021-11-18,녹사평(용산구청),1366,0,0,2021,1990-11-18
2021-11-18,삼각지,3767,0,0,2021,1990-11-18
2021-11-18,신용산,8098,0,0,2021,1990-11-18
2021-11-19,녹사평(용산구청),1316,0,0,2021,1990-11-19
2021-11-19,삼각지,3221,0,0,2021,1990-11-19
2021-11-19,신용산,7450,0,0,2021,1990-11-19
2021-11-22,녹사평(용산구청),1331,0,0,2021,1990-11-22
2021-11-22,삼각지,3102,0,0,2021,1990-11-22
2021-11-22,신용산,8110,0,0,2021,1990-11-22
2021-11-23,녹사평(용산구청),1351,0,0,2021,1990-11-23
2021-11-23,삼각지,3277,0,0,2021,1990-11-23
2021-11-23,신용산,8252,0,0,2021,1990-11-23
2021-11-24,녹사평(용산구청),1375,0,0,2021,1990-11-24
2021-11-24,삼각지,3226,0,0,2021,1990-11-24
2021-11-24,신용산,8024,0,0,2021,1990-11-24
2021-11-25,녹사평(용산구청),1428,0,0,2021,1990-11-25
2021-11-25,삼각지,3209,0,0,2021,1990-11-25
2021-11-25,신용산,8090,0,0,2021,1990-11-25
2021-11-26,녹사평(용산구청),1357,0,0,2021,1990-11-26
2021-11-26,삼각지,3254,0,0,2021,1990-11-26
2021-11-26,신용산,7368,0,0,2021,1990-11-26
2021-11-29,녹사평(용산구청),1294,0,0,2021,1990-11-29
2021-11-29,삼각지,2957,0,0,2021,1990-11-29
2021-11-29,신용산,8076,0,0,2021,1990-11-29
2021-11-30,녹사평(용산구청),1378,0,0,2021,1990-11-30
2021-11-30,삼각지,3162,0,0,2021,1990-11-30
2021-11-30,신용산,8290,0,0,2021,1990-11-30
2021-12-01,녹사평(용산구청),1390,0,0,2021,1990-12-01
2021-12-01,삼각지,3204,0,0,2021,1990-12-01
2021-12-01,신용산,8271,0,0,2021,1990-12-01
2021-12-02,녹사평(용산구청),1380,0,0,2021,1990-12-02
2021-12-02,삼각지,3412,0,0,2021,1990-12-02
2021-12-02,신용산,8154,0,0,2021,1990-12-02
2021-12-03,녹사평(용산구청),1265,0,0,2021,1990-12-03
2021-12-03,삼각지,3047,0,0,2021,1990-12-03
2021-12-03,신용산,7505,0,0,2021,1990-12-03
2021-12-06,녹사평(용산구청),1360,0,0,2021,1990-12-06
2021-12-06,삼각지,3028,0,0,2021,1990-12-06
2021-12-06,신용산,7747,0,0,2021,1990-12-06
2021-12-07,녹사평(용산구청),1372,0,0,2021,1990-12-07
2021-12-07,삼각지,3279,0,0,2021,1990-12-07
2021-12-07,신용산,7691,0,0,2021,1990-12-07
2021-12-08,녹사평(용산구청),1387,0,0,2021,1990-12-08
2021-12-08,삼각지,3150,0,0,2021,1990-12-08
2021-12-08,신용산,7643,0,0,2021,1990-12-08
2021-12-09,녹사평(용산구청),1390,0,0,2021,1990-12-09
2021-12-09,삼각지,3325,0,0,2021,1990-12-09
2021-12-09,신용산,7586,0,0,2021,1990-12-09
2021-12-10,녹사평(용산구청),1337,0,0,2021,1990-12-10
2021-12-10,삼각지,3105,0,0,2021,1990-12-10
2021-12-10,신용산,6974,0,0,2021,1990-12-10
2021-12-13,녹사평(용산구청),1279,0,0,2021,1990-12-13
2021-12-13,삼각지,2893,0,0,2021,1990-12-13
2021-12-13,신용산,7325,0,0,2021,1990-12-13
2021-12-14,녹사평(용산구청),1288,0,0,2021,1990-12-14
2021-12-14,삼각지,3126,0,0,2021,1990-12-14
2021-12-14,신용산,7559,0,0,2021,1990-12-14
2021-12-15,녹사평(용산구청),1360,0,0,2021,1990-12-15
2021-12-15,삼각지,3202,0,0,2021,1990-12-15
2021-12-15,신용산,7544,0,0,2021,1990-12-15
2021-12-16,녹사평(용산구청),1316,0,0,2021,1990-12-16
2021-12-16,삼각지,3124,0,0,2021,1990-12-16
2021-12-16,신용산,7487,0,0,2021,1990-12-16
2021-12-17,녹사평(용산구청),1280,0,0,2021,1990-12-17
2021-12-17,삼각지,2951,0,0,2021,1990-12-17
2021-12-17,신용산,6794,0,0,2021,1990-12-17
2021-12-20,녹사평(용산구청),1238,0,0,2021,1990-12-20
2021-12-20,삼각지,2904,0,0,2021,1990-12-20
2021-12-20,신용산,7416,0,0,2021,1990-12-20
2021-12-21,녹사평(용산구청),1231,0,0,2021,1990-12-21
2021-12-21,삼각지,2957,0,0,2021,1990-12-21
2021-12-21,신용산,7377,0,0,2021,1990-12-21
2021-12-22,녹사평(용산구청),1330,0,0,2021,1990-12-22
2021-12-22,삼각지,3064,0,0,2021,1990-12-22
2021-12-22,신용산,7356,0,0,2021,1990-12-22
2021-12-23,녹사평(용산구청),1299,0,0,2021,1990-12-23
2021-12-23,삼각지,3024,0,0,2021,1990-12-23
2021-12-23,신용산,6877,0,0,2021,1990-12-23
2021-12-24,녹사평(용산구청),1209,0,0,2021,1990-12-24
2021-12-24,삼각지,2596,0,0,2021,1990-12-24
2021-12-24,신용산,5741,0,0,2021,1990-12-24
2021-12-27,녹사평(용산구청),1129,0,0,2021,1990-12-27
2021-12-27,삼각지,2746,0,0,2021,1990-12-27
2021-12-27,신용산,6467,0,0,2021,1990-12-27
2021-12-28,녹사평(용산구청),1222,0,0,2021,1990-12-28
2021-12-28,삼각지,2881,0,0,2021,1990-12-28
2021-12-28,신용산,6791,0,0,2021,1990-12-28
2021-12-29,녹사평(용산구청),1286,0,0,2021,1990-12-29
2021-12-29,삼각지,2888,0,0,2021,1990-12-29
2021-12-29,신용산,6385,0,0,2021,1990-12-29
2021-12-30,녹사평(용산구청),1188,0,0,2021,1990-12-30
2021-12-30,삼각지,2643,0,0,2021,1990-12-30
2021-12-30,신용산,6501,0,0,2021,1990-12-30
2021-12-31,녹사평(용산구청),1049,0,0,2021,1990-12-31
2021-12-31,삼각지,2268,0,0,2021,1990-12-31
2021-12-31,신용산,5341,0,0,2021,1990-12-31
2020-01-01,녹사평(용산구청),300,0,0,2020,1990-01-01
2020-01-01,삼각지,675,0,0,2020,1990-01-01
2020-01-01,신용산,1055,0,0,2020,1990-01-01
2020-01-02,녹사평(용산구청),1243,0,0,2020,1990-01-02
2020-01-02,삼각지,3899,0,0,2020,1990-01-02
2020-01-02,신용산,8520,0,0,2020,1990-01-02
2020-01-03,녹사평(용산구청),1297,0,0,2020,1990-01-03
2020-01-03,삼각지,3762,0,0,2020,1990-01-03
2020-01-03,신용산,8461,0,0,2020,1990-01-03
2020-01-06,녹사평(용산구청),1290,0,0,2020,1990-01-06
2020-01-06,삼각지,3824,0,0,2020,1990-01-06
2020-01-06,신용산,9027,0,0,2020,1990-01-06
2020-01-07,녹사평(용산구청),1262,0,0,2020,1990-01-07
2020-01-07,삼각지,4127,0,0,2020,1990-01-07
2020-01-07,신용산,8992,0,0,2020,1990-01-07
2020-01-08,녹사평(용산구청),1375,0,0,2020,1990-01-08
2020-01-08,삼각지,4154,0,0,2020,1990-01-08
2020-01-08,신용산,8981,0,0,2020,1990-01-08
2020-01-09,녹사평(용산구청),1298,0,0,2020,1990-01-09
2020-01-09,삼각지,4089,0,0,2020,1990-01-09
2020-01-09,신용산,8934,0,0,2020,1990-01-09
2020-01-10,녹사평(용산구청),1309,0,0,2020,1990-01-10
2020-01-10,삼각지,3995,0,0,2020,1990-01-10
2020-01-10,신용산,8764,0,0,2020,1990-01-10
2020-01-13,녹사평(용산구청),1347,0,0,2020,1990-01-13
2020-01-13,삼각지,3839,0,0,2020,1990-01-13
2020-01-13,신용산,8884,0,0,2020,1990-01-13
2020-01-14,녹사평(용산구청),1312,0,0,2020,1990-01-14
2020-01-14,삼각지,4121,0,0,2020,1990-01-14
2020-01-14,신용산,8766,0,0,2020,1990-01-14
2020-01-15,녹사평(용산구청),1316,0,0,2020,1990-01-15
2020-01-15,삼각지,4118,0,0,2020,1990-01-15
2020-01-15,신용산,8835,0,0,2020,1990-01-15
2020-01-16,녹사평(용산구청),1345,0,0,2020,1990-01-16
2020-01-16,삼각지,4166,0,0,2020,1990-01-16
2020-01-16,신용산,8828,0,0,2020,1990-01-16
2020-01-17,녹사평(용산구청),1343,0,0,2020,1990-01-17
2020-01-17,삼각지,4003,0,0,2020,1990-01-17
2020-01-17,신용산,8508,0,0,2020,1990-01-17
2020-01-20,녹사평(용산구청),1330,0,0,2020,1990-01-20
2020-01-20,삼각지,3831,0,0,2020,1990-01-20
2020-01-20,신용산,8827,0,0,2020,1990-01-20
2020-01-21,녹사평(용산구청),1320,0,0,2020,1990-01-21
2020-01-21,삼각지,3971,0,0,2020,1990-01-21
2020-01-21,신용산,8682,0,0,2020,1990-01-21
2020-01-22,녹사평(용산구청),1467,0,0,2020,1990-01-22
2020-01-22,삼각지,3879,0,0,2020,1990-01-22
2020-01-22,신용산,8800,0,0,2020,1990-01-22
2020-01-23,녹사평(용산구청),1262,0,0,2020,1990-01-23
2020-01-23,삼각지,3585,0,0,2020,1990-01-23
2020-01-23,신용산,7868,0,0,2020,1990-01-23
2020-01-24,녹사평(용산구청),278,0,0,2020,1990-01-24
2020-01-24,삼각지,454,0,0,2020,1990-01-24
2020-01-24,신용산,1572,0,0,2020,1990-01-24
2020-01-27,녹사평(용산구청),300,0,0,2020,1990-01-27
2020-01-27,삼각지,540,0,0,2020,1990-01-27
2020-01-27,신용산,1313,0,0,2020,1990-01-27
2020-01-28,녹사평(용산구청),1265,0,0,2020,1990-01-28
2020-01-28,삼각지,3844,0,0,2020,1990-01-28
2020-01-28,신용산,8077,0,0,2020,1990-01-28
2020-01-29,녹사평(용산구청),1374,0,0,2020,1990-01-29
2020-01-29,삼각지,3956,0,0,2020,1990-01-29
2020-01-29,신용산,8373,0,0,2020,1990-01-29
2020-01-30,녹사평(용산구청),1340,0,0,2020,1990-01-30
2020-01-30,삼각지,3939,0,0,2020,1990-01-30
2020-01-30,신용산,8477,0,0,2020,1990-01-30
2020-01-31,녹사평(용산구청),1321,0,0,2020,1990-01-31
2020-01-31,삼각지,3931,0,0,2020,1990-01-31
2020-01-31,신용산,8319,0,0,2020,1990-01-31
2020-02-03,녹사평(용산구청),1398,0,0,2020,1990-02-03
2020-02-03,삼각지,3692,0,0,2020,1990-02-03
2020-02-03,신용산,8498,0,0,2020,1990-02-03
2020-02-04,녹사평(용산구청),1335,0,0,2020,1990-02-04
2020-02-04,삼각지,3813,0,0,2020,1990-02-04
2020-02-04,신용산,8342,0,0,2020,1990-02-04
2020-02-05,녹사평(용산구청),1434,0,0,2020,1990-02-05
2020-02-05,삼각지,3901,0,0,2020,1990-02-05
2020-02-05,신용산,8410,0,0,2020,1990-02-05
2020-02-06,녹사평(용산구청),1311,0,0,2020,1990-02-06
2020-02-06,삼각지,3831,0,0,2020,1990-02-06
2020-02-06,신용산,8251,0,0,2020,1990-02-06
2020-02-07,녹사평(용산구청),1313,0,0,2020,1990-02-07
2020-02-07,삼각지,3773,0,0,2020,1990-02-07
2020-02-07,신용산,8145,0,0,2020,1990-02-07
2020-02-10,녹사평(용산구청),1288,0,0,2020,1990-02-10
2020-02-10,삼각지,3636,0,0,2020,1990-02-10
2020-02-10,신용산,8425,0,0,2020,1990-02-10
2020-02-11,녹사평(용산구청),1285,0,0,2020,1990-02-11
2020-02-11,삼각지,3827,0,0,2020,1990-02-11
2020-02-11,신용산,8322,0,0,2020,1990-02-11
2020-02-12,녹사평(용산구청),1321,0,0,2020,1990-02-12
2020-02-12,삼각지,3835,0,0,2020,1990-02-12
2020-02-12,신용산,8388,0,0,2020,1990-02-12
2020-02-13,녹사평(용산구청),1385,0,0,2020,1990-02-13
2020-02-13,삼각지,3902,0,0,2020,1990-02-13
2020-02-13,신용산,8485,0,0,2020,1990-02-13
2020-02-14,녹사평(용산구청),1313,0,0,2020,1990-02-14
2020-02-14,삼각지,3802,0,0,2020,1990-02-14
2020-02-14,신용산,8297,0,0,2020,1990-02-14
2020-02-17,녹사평(용산구청),1281,0,0,2020,1990-02-17
2020-02-17,삼각지,3765,0,0,2020,1990-02-17
2020-02-17,신용산,9090,0,0,2020,1990-02-17
2020-02-18,녹사평(용산구청),1285,0,0,2020,1990-02-18
2020-02-18,삼각지,3921,0,0,2020,1990-02-18
2020-02-18,신용산,8632,0,0,2020,1990-02-18
2020-02-19,녹사평(용산구청),1342,0,0,2020,1990-02-19
2020-02-19,삼각지,3916,0,0,2020,1990-02-19
2020-02-19,신용산,8756,0,0,2020,1990-02-19
2020-02-20,녹사평(용산구청),1265,0,0,2020,1990-02-20
2020-02-20,삼각지,3936,0,0,2020,1990-02-20
2020-02-20,신용산,8838,0,0,2020,1990-02-20
2020-02-21,녹사평(용산구청),1334,0,0,2020,1990-02-21
2020-02-21,삼각지,3906,0,0,2020,1990-02-21
2020-02-21,신용산,8863,0,0,2020,1990-02-21
2020-02-24,녹사평(용산구청),1198,0,0,2020,1990-02-24
2020-02-24,삼각지,3325,0,0,2020,1990-02-24
2020-02-24,신용산,7670,0,0,2020,1990-02-24
2020-02-25,녹사평(용산구청),1112,0,0,2020,1990-02-25
2020-02-25,삼각지,3457,0,0,2020,1990-02-25
2020-02-25,신용산,6163,0,0,2020,1990-02-25
2020-02-26,녹사평(용산구청),1140,0,0,2020,1990-02-26
2020-02-26,삼각지,3189,0,0,2020,1990-02-26
2020-02-26,신용산,4552,0,0,2020,1990-02-26
2020-02-27,녹사평(용산구청),1064,0,0,2020,1990-02-27
2020-02-27,삼각지,3064,0,0,2020,1990-02-27
2020-02-27,신용산,6029,0,0,2020,1990-02-27
2020-02-28,녹사평(용산구청),982,0,0,2020,1990-02-28
2020-02-28,삼각지,2945,0,0,2020,1990-02-28
2020-02-28,신용산,5794,0,0,2020,1990-02-28
2020-03-02,녹사평(용산구청),978,0,0,2020,1990-03-02
2020-03-02,삼각지,3067,0,0,2020,1990-03-02
2020-03-02,신용산,6350,0,0,2020,1990-03-02
2020-03-03,녹사평(용산구청),992,0,0,2020,1990-03-03
2020-03-03,삼각지,3030,0,0,2020,1990-03-03
2020-03-03,신용산,6285,0,0,2020,1990-03-03
2020-03-04,녹사평(용산구청),1010,0,0,2020,1990-03-04
2020-03-04,삼각지,3007,0,0,2020,1990-03-04
2020-03-04,신용산,6239,0,0,2020,1990-03-04
2020-03-05,녹사평(용산구청),942,0,0,2020,1990-03-05
2020-03-05,삼각지,3006,0,0,2020,1990-03-05
2020-03-05,신용산,6340,0,0,2020,1990-03-05
2020-03-06,녹사평(용산구청),983,0,0,2020,1990-03-06
2020-03-06,삼각지,2993,0,0,2020,1990-03-06
2020-03-06,신용산,6109,0,0,2020,1990-03-06
2020-03-09,녹사평(용산구청),943,0,0,2020,1990-03-09
2020-03-09,삼각지,3027,0,0,2020,1990-03-09
2020-03-09,신용산,6741,0,0,2020,1990-03-09
2020-03-10,녹사평(용산구청),970,0,0,2020,1990-03-10
2020-03-10,삼각지,3113,0,0,2020,1990-03-10
2020-03-10,신용산,6847,0,0,2020,1990-03-10
2020-03-11,녹사평(용산구청),1059,0,0,2020,1990-03-11
2020-03-11,삼각지,3056,0,0,2020,1990-03-11
2020-03-11,신용산,6592,0,0,2020,1990-03-11
2020-03-12,녹사평(용산구청),978,0,0,2020,1990-03-12
2020-03-12,삼각지,3062,0,0,2020,1990-03-12
2020-03-12,신용산,5620,0,0,2020,1990-03-12
2020-03-13,녹사평(용산구청),1011,0,0,2020,1990-03-13
2020-03-13,삼각지,3001,0,0,2020,1990-03-13
2020-03-13,신용산,5346,0,0,2020,1990-03-13
2020-03-16,녹사평(용산구청),985,0,0,2020,1990-03-16
2020-03-16,삼각지,2973,0,0,2020,1990-03-16
2020-03-16,신용산,6483,0,0,2020,1990-03-16
2020-03-17,녹사평(용산구청),1014,0,0,2020,1990-03-17
2020-03-17,삼각지,3011,0,0,2020,1990-03-17
2020-03-17,신용산,6452,0,0,2020,1990-03-17
2020-03-18,녹사평(용산구청),1055,0,0,2020,1990-03-18
2020-03-18,삼각지,3109,0,0,2020,1990-03-18
2020-03-18,신용산,6595,0,0,2020,1990-03-18
2020-03-19,녹사평(용산구청),979,0,0,2020,1990-03-19
2020-03-19,삼각지,2988,0,0,2020,1990-03-19
2020-03-19,신용산,6384,0,0,2020,1990-03-19
2020-03-20,녹사평(용산구청),1023,0,0,2020,1990-03-20
2020-03-20,삼각지,3033,0,0,2020,1990-03-20
2020-03-20,신용산,6460,0,0,2020,1990-03-20
2020-03-23,녹사평(용산구청),989,0,0,2020,1990-03-23
2020-03-23,삼각지,2822,0,0,2020,1990-03-23
2020-03-23,신용산,6542,0,0,2020,1990-03-23
2020-03-24,녹사평(용산구청),1007,0,0,2020,1990-03-24
2020-03-24,삼각지,2984,0,0,2020,1990-03-24
2020-03-24,신용산,6517,0,0,2020,1990-03-24
2020-03-25,녹사평(용산구청),1034,0,0,2020,1990-03-25
2020-03-25,삼각지,2827,0,0,2020,1990-03-25
2020-03-25,신용산,6477,0,0,2020,1990-03-25
2020-03-26,녹사평(용산구청),957,0,0,2020,1990-03-26
2020-03-26,삼각지,2805,0,0,2020,1990-03-26
2020-03-26,신용산,6516,0,0,2020,1990-03-26
2020-03-27,녹사평(용산구청),983,0,0,2020,1990-03-27
2020-03-27,삼각지,2731,0,0,2020,1990-03-27
2020-03-27,신용산,6258,0,0,2020,1990-03-27
2020-03-30,녹사평(용산구청),976,0,0,2020,1990-03-30
2020-03-30,삼각지,2948,0,0,2020,1990-03-30
2020-03-30,신용산,6732,0,0,2020,1990-03-30
2020-03-31,녹사평(용산구청),997,0,0,2020,1990-03-31
2020-03-31,삼각지,3014,0,0,2020,1990-03-31
2020-03-31,신용산,6718,0,0,2020,1990-03-31
2020-04-01,녹사평(용산구청),997,0,0,2020,1990-04-01
2020-04-01,삼각지,2987,0,0,2020,1990-04-01
2020-04-01,신용산,6527,0,0,2020,1990-04-01
2020-04-02,녹사평(용산구청),955,0,0,2020,1990-04-02
2020-04-02,삼각지,2949,0,0,2020,1990-04-02
2020-04-02,신용산,6443,0,0,2020,1990-04-02
2020-04-03,녹사평(용산구청),972,0,0,2020,1990-04-03
2020-04-03,삼각지,2900,0,0,2020,1990-04-03
2020-04-03,신용산,6341,0,0,2020,1990-04-03
2020-04-06,녹사평(용산구청),1024,0,0,2020,1990-04-06
2020-04-06,삼각지,3000,0,0,2020,1990-04-06
2020-04-06,신용산,6782,0,0,2020,1990-04-06
2020-04-07,녹사평(용산구청),1006,0,0,2020,1990-04-07
2020-04-07,삼각지,3132,0,0,2020,1990-04-07
2020-04-07,신용산,6669,0,0,2020,1990-04-07
2020-04-08,녹사평(용산구청),1056,0,0,2020,1990-04-08
2020-04-08,삼각지,3117,0,0,2020,1990-04-08
2020-04-08,신용산,6650,0,0,2020,1990-04-08
2020-04-09,녹사평(용산구청),1005,0,0,2020,1990-04-09
2020-04-09,삼각지,3110,0,0,2020,1990-04-09
2020-04-09,신용산,6766,0,0,2020,1990-04-09
2020-04-10,녹사평(용산구청),1004,0,0,2020,1990-04-10
2020-04-10,삼각지,2929,0,0,2020,1990-04-10
2020-04-10,신용산,6276,0,0,2020,1990-04-10
2020-04-13,녹사평(용산구청),988,0,0,2020,1990-04-13
2020-04-13,삼각지,3096,0,0,2020,1990-04-13
2020-04-13,신용산,7019,0,0,2020,1990-04-13
2020-04-14,녹사평(용산구청),1003,0,0,2020,1990-04-14
2020-04-14,삼각지,3329,0,0,2020,1990-04-14
2020-04-14,신용산,7495,0,0,2020,1990-04-14
2020-04-15,녹사평(용산구청),345,0,0,2020,1990-04-15
2020-04-15,삼각지,573,0,0,2020,1990-04-15
2020-04-15,신용산,1082,0,0,2020,1990-04-15
2020-04-16,녹사평(용산구청),973,0,0,2020,1990-04-16
2020-04-16,삼각지,3095,0,0,2020,1990-04-16
2020-04-16,신용산,6935,0,0,2020,1990-04-16
2020-04-17,녹사평(용산구청),1016,0,0,2020,1990-04-17
2020-04-17,삼각지,3117,0,0,2020,1990-04-17
2020-04-17,신용산,6658,0,0,2020,1990-04-17
2020-04-20,녹사평(용산구청),1062,0,0,2020,1990-04-20
2020-04-20,삼각지,3112,0,0,2020,1990-04-20
2020-04-20,신용산,7218,0,0,2020,1990-04-20
2020-04-21,녹사평(용산구청),1023,0,0,2020,1990-04-21
2020-04-21,삼각지,3291,0,0,2020,1990-04-21
2020-04-21,신용산,7176,0,0,2020,1990-04-21
2020-04-22,녹사평(용산구청),1020,0,0,2020,1990-04-22
2020-04-22,삼각지,3207,0,0,2020,1990-04-22
2020-04-22,신용산,7267,0,0,2020,1990-04-22
2020-04-23,녹사평(용산구청),1021,0,0,2020,1990-04-23
2020-04-23,삼각지,3227,0,0,2020,1990-04-23
2020-04-23,신용산,7316,0,0,2020,1990-04-23
2020-04-24,녹사평(용산구청),1052,0,0,2020,1990-04-24
2020-04-24,삼각지,3176,0,0,2020,1990-04-24
2020-04-24,신용산,7168,0,0,2020,1990-04-24
2020-04-27,녹사평(용산구청),1053,0,0,2020,1990-04-27
2020-04-27,삼각지,3149,0,0,2020,1990-04-27
2020-04-27,신용산,7526,0,0,2020,1990-04-27
2020-04-28,녹사평(용산구청),1047,0,0,2020,1990-04-28
2020-04-28,삼각지,3262,0,0,2020,1990-04-28
2020-04-28,신용산,7366,0,0,2020,1990-04-28
2020-04-29,녹사평(용산구청),1104,0,0,2020,1990-04-29
2020-04-29,삼각지,3223,0,0,2020,1990-04-29
2020-04-29,신용산,6892,0,0,2020,1990-04-29
2020-04-30,녹사평(용산구청),385,0,0,2020,1990-04-30
2020-04-30,삼각지,630,0,0,2020,1990-04-30
2020-04-30,신용산,1497,0,0,2020,1990-04-30
2020-05-01,녹사평(용산구청),530,0,0,2020,1990-05-01
2020-05-01,삼각지,1151,0,0,2020,1990-05-01
2020-05-01,신용산,2033,0,0,2020,1990-05-01
2020-05-04,녹사평(용산구청),916,0,0,2020,1990-05-04
2020-05-04,삼각지,2429,0,0,2020,1990-05-04
2020-05-04,신용산,4529,0,0,2020,1990-05-04
2020-05-05,녹사평(용산구청),361,0,0,2020,1990-05-05
2020-05-05,삼각지,520,0,0,2020,1990-05-05
2020-05-05,신용산,1030,0,0,2020,1990-05-05
2020-05-06,녹사평(용산구청),1144,0,0,2020,1990-05-06
2020-05-06,삼각지,3426,0,0,2020,1990-05-06
2020-05-06,신용산,7898,0,0,2020,1990-05-06
2020-05-07,녹사평(용산구청),1161,0,0,2020,1990-05-07
2020-05-07,삼각지,3441,0,0,2020,1990-05-07
